"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 31, 2015","42.35","42.54","42.57","41.83","6.81M","-1.05%"
"Dec 30, 2015","42.80","43.64","43.64","42.46","5.46M","-1.61%"
"Dec 29, 2015","43.50","43.25","43.62","43.03","4.01M","0.62%"
"Dec 28, 2015","43.23","43.62","44.04","42.91","4.15M","-1.32%"
"Dec 24, 2015","43.81","43.27","44.19","43.11","3.31M","1.20%"
"Dec 23, 2015","43.29","42.78","43.38","42.43","6.09M","0.91%"
"Dec 22, 2015","42.90","42.56","43.08","42.36","5.70M","1.18%"
"Dec 21, 2015","42.40","41.35","42.43","41.35","6.60M","3.19%"
"Dec 18, 2015","41.09","41.61","42.31","40.70","17.81M","-3.23%"
"Dec 17, 2015","42.46","43.33","43.95","42.45","7.22M","-1.71%"
"Dec 16, 2015","43.20","42.99","43.49","42.12","7.85M","1.43%"
"Dec 15, 2015","42.59","41.97","42.82","41.92","7.10M","1.96%"
"Dec 14, 2015","41.77","42.26","42.87","41.08","10.78M","-0.76%"
"Dec 11, 2015","42.09","43.28","43.59","42.06","10.24M","-4.54%"
"Dec 10, 2015","44.09","43.79","44.48","43.54","7.96M","1.01%"
"Dec 09, 2015","43.65","44.30","45.19","43.19","8.00M","-2.02%"
"Dec 08, 2015","44.55","45.10","45.51","44.07","9.04M","-2.69%"
"Dec 07, 2015","45.78","45.35","46.49","45.22","8.91M","1.80%"
"Dec 04, 2015","44.97","43.82","44.99","43.82","9.46M","3.93%"
"Dec 03, 2015","43.27","43.65","44.60","42.92","7.24M","-1.26%"
"Dec 02, 2015","43.82","44.09","44.53","43.53","8.01M","1.29%"
"Dec 01, 2015","43.26","41.47","43.30","41.30","8.91M","4.85%"
"Nov 30, 2015","41.26","41.75","41.99","40.98","6.45M","-1.03%"
"Nov 27, 2015","41.69","41.38","42.25","41.17","3.07M","0.92%"
"Nov 25, 2015","41.31","41.35","41.50","40.96","4.28M","0.19%"
"Nov 24, 2015","41.23","41.02","41.64","40.45","7.58M","-2.53%"
"Nov 23, 2015","42.30","42.11","42.74","41.81","4.17M","0.24%"
"Nov 20, 2015","42.20","42.40","42.71","42.05","5.66M","-0.24%"
"Nov 19, 2015","42.30","41.94","42.73","41.89","6.55M","1.32%"
"Nov 18, 2015","41.75","42.32","42.32","41.01","11.07M","-1.30%"
"Nov 17, 2015","42.30","43.00","43.46","42.05","9.60M","-1.24%"
"Nov 16, 2015","42.83","42.41","42.84","41.85","10.20M","-1.43%"
"Nov 13, 2015","43.45","43.67","44.23","43.12","7.49M","-1.03%"
"Nov 12, 2015","43.90","44.29","44.52","43.82","5.95M","-1.10%"
"Nov 11, 2015","44.39","44.76","44.95","44.37","4.42M","-0.22%"
"Nov 10, 2015","44.49","44.66","45.16","44.02","5.94M","-0.36%"
"Nov 09, 2015","44.65","45.17","45.21","44.56","7.21M","-1.52%"
"Nov 06, 2015","45.34","45.51","45.97","45.05","11.67M","-0.57%"
"Nov 05, 2015","45.60","45.70","45.83","45.03","5.87M","-0.07%"
"Nov 04, 2015","45.63","46.42","46.45","45.15","8.08M","-1.87%"
"Nov 03, 2015","46.50","47.02","47.09","46.08","6.98M","0.06%"
"Nov 02, 2015","46.47","46.20","46.82","46.20","6.19M","0.54%"
"Oct 30, 2015","46.22","45.77","46.77","45.71","8.59M","0.78%"
"Oct 29, 2015","45.86","45.63","46.10","45.21","5.23M","0.00%"
"Oct 28, 2015","45.86","46.20","46.36","45.23","7.63M","-1.29%"
"Oct 27, 2015","46.46","46.41","46.69","45.65","6.82M","-0.02%"
"Oct 26, 2015","46.47","45.36","46.57","44.99","11.03M","1.75%"
"Oct 23, 2015","45.67","46.37","46.42","43.81","20.28M","-0.70%"
"Oct 22, 2015","45.99","44.89","46.01","44.36","14.44M","3.79%"
"Oct 21, 2015","44.31","44.49","45.18","44.09","6.94M","-1.07%"
"Oct 20, 2015","44.79","44.54","45.18","44.45","7.61M","0.76%"
"Oct 19, 2015","44.45","43.83","44.49","43.62","8.93M","1.69%"
"Oct 16, 2015","43.71","43.95","44.02","42.86","11.57M","-1.69%"
"Oct 15, 2015","44.46","44.10","44.48","43.50","8.19M","1.51%"
"Oct 14, 2015","43.80","44.00","44.50","43.23","11.13M","0.90%"
"Oct 13, 2015","43.41","42.70","43.97","42.52","13.25M","-0.98%"
"Oct 12, 2015","43.84","42.59","43.88","42.55","11.44M","3.35%"
"Oct 09, 2015","42.42","40.27","42.49","40.25","16.84M","6.74%"
"Oct 08, 2015","39.74","39.21","40.03","38.70","8.31M","1.09%"
"Oct 07, 2015","39.31","38.41","39.41","37.76","10.51M","3.09%"
"Oct 06, 2015","38.13","39.95","40.37","38.08","13.03M","-5.13%"
"Oct 05, 2015","40.19","38.90","40.30","38.82","9.42M","4.04%"
"Oct 02, 2015","38.63","38.75","38.77","37.42","12.28M","-1.45%"
"Oct 01, 2015","39.20","38.50","39.27","37.84","9.18M","0.95%"
"Sep 30, 2015","38.83","39.18","39.68","37.72","15.82M","-0.89%"
"Sep 29, 2015","39.18","39.05","39.77","38.79","7.48M","0.26%"
"Sep 28, 2015","39.08","39.87","40.18","38.64","9.64M","-2.88%"
"Sep 25, 2015","40.24","40.93","41.03","39.92","7.52M","-0.02%"
"Sep 24, 2015","40.25","41.15","41.15","39.91","10.51M","-2.40%"
"Sep 23, 2015","41.24","41.32","41.50","40.50","8.25M","0.12%"
"Sep 22, 2015","41.19","42.77","43.08","40.92","12.48M","-4.72%"
"Sep 21, 2015","43.23","43.72","44.01","42.88","6.69M","-0.60%"
"Sep 18, 2015","43.49","43.43","44.03","43.27","12.45M","-1.14%"
"Sep 17, 2015","43.99","43.11","44.59","42.99","12.84M","2.16%"
"Sep 16, 2015","43.06","42.40","43.25","42.24","7.70M","0.98%"
"Sep 15, 2015","42.64","42.36","42.85","41.89","7.01M","0.83%"
"Sep 14, 2015","42.29","42.17","42.50","41.84","7.36M","0.33%"
"Sep 11, 2015","42.15","41.22","42.15","41.05","8.64M","2.28%"
"Sep 10, 2015","41.21","41.39","41.88","40.71","9.18M","0.51%"
"Sep 09, 2015","41.00","41.15","42.18","40.63","12.48M","0.49%"
"Sep 08, 2015","40.80","41.28","41.58","40.69","10.81M","0.49%"
"Sep 04, 2015","40.60","40.40","41.32","40.15","9.74M","-0.71%"
"Sep 03, 2015","40.89","41.84","41.91","40.78","9.91M","-1.49%"
"Sep 02, 2015","41.51","39.97","41.51","39.80","19.32M","5.89%"
"Sep 01, 2015","39.20","38.63","39.81","38.50","16.04M","0.56%"
"Aug 31, 2015","38.98","38.63","39.76","38.62","12.41M","0.93%"
"Aug 28, 2015","38.62","38.93","39.58","38.35","11.82M","-1.05%"
"Aug 27, 2015","39.03","39.17","39.45","37.97","13.79M","0.46%"
"Aug 26, 2015","38.85","38.77","39.01","36.97","15.68M","3.60%"
"Aug 25, 2015","37.50","39.39","39.49","37.49","12.82M","-0.32%"
"Aug 24, 2015","37.62","36.00","39.90","34.10","19.61M","-5.36%"
"Aug 21, 2015","39.75","41.40","41.60","39.75","16.24M","-5.31%"
"Aug 20, 2015","41.98","42.84","43.52","41.78","8.91M","-3.56%"
"Aug 19, 2015","43.53","43.53","44.27","43.21","8.37M","-0.23%"
"Aug 18, 2015","43.63","44.06","44.45","43.24","6.32M","-0.73%"
"Aug 17, 2015","43.95","42.96","44.02","42.82","8.39M","2.50%"
"Aug 14, 2015","42.88","42.35","43.17","42.35","4.86M","0.49%"
"Aug 13, 2015","42.67","42.76","43.27","42.27","6.61M","0.35%"
"Aug 12, 2015","42.52","42.37","42.68","40.68","10.43M","-0.42%"
"Aug 11, 2015","42.70","41.74","43.42","41.65","10.38M","2.45%"
"Aug 10, 2015","41.68","41.75","42.43","41.45","6.86M","0.46%"
"Aug 07, 2015","41.49","42.21","42.48","41.40","5.59M","-1.64%"
"Aug 06, 2015","42.18","43.25","43.45","41.76","7.40M","-1.82%"
"Aug 05, 2015","42.96","42.85","43.30","42.59","7.58M","0.51%"
"Aug 04, 2015","42.74","42.15","42.77","41.88","13.35M","2.47%"
"Aug 03, 2015","41.71","40.24","41.85","40.21","9.26M","4.01%"
"Jul 31, 2015","40.10","40.53","40.54","39.88","6.96M","-0.42%"
"Jul 30, 2015","40.27","40.58","40.93","39.92","5.86M","-1.13%"
